instituição,inep,cidade,company_domain_name,telefone,link_qedu,uf,cidade_encontrada
COLÉGIO VISCONDE DE PORTO SEGURO,35136025,VALINHOS,https://www.portoseguro.org.br/unidade/detalhe/valinhos,-,http://www.qedu.org.br/escola/191305-porto-seguro-visconde-colegio-unidade-ii/sobre,SP,"VALINHOS
 "
COLÉGIO MATER CHRISTI,24002526,CAXIAS DO SUL,https://colegiomaterchristi.com.br/,-,http://www.qedu.org.br/escola/68802-colegio-mater-christi/sobre,RS,"MOSSORÓ
 "
SIEEESP,,S PAULO,https://www.sieeesp.org.br/,(11) 5583-5500,,SP,S PAULO
ESCOLA INFANTIL SÃO JOSÉ,52100693,GOIÂNIA,http://www.escolainfantilsaojose.com.br/,(62) 3245-1811,https://qedu.org.br/escola/277547-centro-de-ensino-sao-jose/sobre,GO,"GOIÂNIA
 "
INSTITUTO PRESBITERIANO MACKENZIE,17055962,PALMAS,https://www.mackenzie.br/colegios/palmas,(63) 3236-5300,https://www.qedu.org.br/escola/282928-colegio-presbiteriano-mackenzie-palmas/sobre,TO,"PALMAS
 "
FACULDADE IDEALTRENDS,,SÃO PAULO,https://www.idealtrends.com.br/,-,,SP,SÃO PAULO
ACETAM ´ASSOCIAÇÃO DE CIÊNCIA EDUCAÇÃO E TECNOLOGIA DA AMAZÔNIA,13025082,MANAUS,https://www.jusbrasil.com.br/processos/nome/51306883/acetam-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia,-,https://www.qedu.org.br/escola/9599-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia-colegio-martha-falcao/censo-escolar,AM,"MANAUS
 "
COLEGIO SEPP,35137194,JACAREÍ,https://colegiosepp.com.br/,(12) 3952-6200,http://www.qedu.org.br/escola/185991-saint-exupery-pequeno-principe-colegio-sepp/sobre,SP,"JACAREÍ
 "
GRUPO IDEAL TRENDS,,FARROUPILHA,https://www.idealtrends.com.br/,-,,RS,FARROUPILHA
COLÉGIO PGD,41379110,LONDRINA,https://www.pgd.com.br/,(43) 3372-7555,http://qedu.org.br/escola/236191-eefm-colegio-pgd-ed-inf/sobre,PR,"LONDRINA
 "
ALABAMA CONSULTORIA EDUCACIONAL,,GUARULHOS,http://alabama.com.br/,-,,SP,GUARULHOS
UNISA,35046024,SÃO PAULO,http://www.unisa.br/,(11) 2141-8555,http://www.qedu.org.br/escola/190470-escola-de-aplicacao-da-faculdade-de-educacao-da-usp/censo-escolar,SP,"SÃO PAULO
 "
SIC/COLÉGIO SANTO AGOSTINHO-BH,31004651,BELO HORIZONTE,https://bh.santoagostinho.com.br/,(31) 2125-6888,http://www.qedu.org.br/escola/158355-colegio-santo-agostinho/sobre,MG,"BELO HORIZONTE
 "
CONSULTORIA,35371555,SÃO JOSÉ DOS CAMPOS,https://www.ohub.com.br/empresas/consultoria-empresarial/sp/sao-jose-dos-campos,-,http://www.qedu.org.br/escola/209349-colegio-ciclo/sobre,SP,"SÃO JOSÉ DOS CAMPOS
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
UNIFEOB,,SÃO JOÃO DA BOA VISTA,https://unifeob.edu.br/,-,https://qedu.org.br/escola/272564-centro-universitario-fundacao-de-ensino-octavio-bastos-unifeob/sobre,SP,"SÃO JOÃO DA BOA VISTA
 "
COLÉGIO BOM JESUS,41127722,CURITIBA,https://bomjesus.br/,-,http://www.qedu.org.br/escola/237906-colegio-bom-jesus-ensino-fundamental-e-medio/sobre,PR,"CURITIBA
 "
FUNDAÇÃO BRADESCO,35117959,SÃO PAULO,https://fundacao.bradesco/,-,http://www.qedu.org.br/escola/196059-fundacao-bradesco-escola-de-educacao-basica-e-profissional/sobre,SP,"REGISTRO
 "
BERNOULLI SISTEMA DE ENSINO,31311723,BELO HORIZONTE,https://www.bernoulli.com.br/sistema-de-ensino/,(31) 3029-4949,http://www.qedu.org.br/escola/158679-colegio-bernoulli/sobre,MG,"BELO HORIZONTE
 "
UNIJORGE,29182581,SALVADOR,https://www.unijorge.edu.br/,(71) 3206-8000,http://www.qedu.org.br/escola/126549-colegio-salesiano-do-salvador/sobre,BA,"SALVADOR
 "
SAS,23272430,FORTALEZA,https://saseducacao.com.br/,(85) 3033-8264,http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre,CE,"FORTALEZA
 "
UNIVERSIDADE SÃO JUDAS,35438297,TABOÃO DA SERRA,https://www.ead.com.br/faculdades/unoeste-universidade-do-oeste-paulista/campus/stylo-ingles-e-informatica,(11) 2799-1677,http://www.qedu.org.br/escola/213047-emei-sao-judas-tadeu/sobre,SP,"TABOÃO DA SERRA
 "
ESCOLA BRASILEIRA DE EDUCAÇÃO,35153771,GUARULHOS,https://www.ebeobjetivo.com.br/,(11) 2421-3720,https://qedu.org.br/escola/191637-brasileira-escola-de-educacao/sobre,SP,"GUARULHOS
 "
COLÉGIO FARROUPILHA,43104975,PORTO ALEGRE,https://www.colegiofarroupilha.com.br/,(51) 3455-1858,http://www.qedu.org.br/escola/231686-centro-ens-medio-farroupilha/censo-escolar,RS,"PORTO ALEGRE
 "
COLÉGIO ROSÁRIO,41131657,CURITIBA,https://www.cnsrosario.com.br/,-,http://www.qedu.org.br/escola/225273-colegio-nossa-senhora-do-rosario-educacao-infantil-ensino-fundamental-e-medio/sobre,PR,"CURITIBA
 "
TECHNE,35118928,SÃO PAULO,https://www.techne.com.br/,(11) 2149-9200,http://www.qedu.org.br/escola/188424-colegio-modulo/sobre,SP,"SÃO PAULO
 "
MONICA MAZZO CONSULTORIA EDUCACIONAL,,SALTO,https://br.linkedin.com/in/monica-mazzo-90634522,(11) 99125-1817,,SP,SALTO
ESCOLA PROJETO VIDA,35154702,SÃO PAULO,https://www.projetovida.com.br/,-,http://qedu.org.br/escola/198815-eef-projeto-vida/sobre,SP,"SÃO PAULO
 "
ASSOCIAÇÃO TERESINENSE DE ENSINO,,TERESINA,https://www.jusbrasil.com.br/topicos/48809523/associacao-teresinense-de-ensino-s-c-ltda-faculdade-santo-agostinho,(86) 3234-5540,https://qedu.org.br/escola/265260-associacao-beneficente-lar-de-cristina/sobre,PI,"TERESINA
 "
COLÉGIO ANTARES,23245980,FORTALEZA,https://www.colegioantares.com.br/,-,http://www.qedu.org.br/escola/64323-colegio-antares/sobre,CE,"FORTALEZA
 "
UNIVERSIDADE VEIGA DE ALMEIDA,,RIO DE JANEIRO,https://www.uva.br/,(21) 2574-8888,http://qedu.org.br/escola/180849-colegio-veiga-de-almeida/enem,RJ,"RIO DE JANEIRO
 "
maisA Educação SA,35567632,RIBEIRÃO PRETO,https://www.fearp.usp.br/institucional/docentes/administracao/388-ppgcc2/docentes/2773-maisa-de-souza-ribeiro.html,-,https://www.qedu.org.br/escola/280162-gabarito-colegio/sobre,SP,"RIBEIRÃO PRETO
 "
COLÉGIO MARIA ESTER 1,23073586,FORTALEZA,http://www.cme1.com.br/,(85) 3295-2317,http://www.qedu.org.br/escola/61453-colegio-maria-ester-1/sobre,CE,"FORTALEZA
 "
SARAIVA EDUCAÇÃO S/A,35100572,SÃO PAULO,https://www.saraivaeducacao.com.br/,-,http://qedu.org.br/escola/185672-saint-lucas-colegio/sobre,SP,"SÃO PAULO
 "
VG EDUCACIONAL,41024613,MARINGÁ,https://www.vgeducacional.com/,(44) 3301-9412,http://www.qedu.org.br/escola/237397-regina-mundi-colegio-educacao-infantil-ensino-fundamental-e-medio/sobre,PR,"MARINGÁ
 "
RUBEUS,31305847,MURIAÉ,https://rubeus.com.br/,(31) 3514-7911,https://www.qedu.org.br/escola/154286-colegio-cidade-de-muriae/censo-escolar,MG,"MURIAÉ
 "
UNESC - CENTRO UNIVERSITÁRIO DO ES,32010311,COLATINA,https://www.unesc.br/,(27) 3723-3000,http://www.qedu.org.br/escola/166273-colegio-marista/sobre,ES,"COLATINA
 "
UNIJORGE,29182581,SALVADOR,https://www.unijorge.edu.br/,(71) 3206-8000,http://www.qedu.org.br/escola/126549-colegio-salesiano-do-salvador/sobre,BA,"SALVADOR
 "
COLÉGIO INSTITUTO CRISTÃO,41060199,CASTRO,https://www.mackenzie.br/colegios/instituto-cristao-castro,(42) 3232-4224,http://www.qedu.org.br/escola/240402-eemp-colegio-instituto-cristao/sobre,PR,"CASTRO
 "
ACETAM ´ASSOCIAÇÃO DE CIÊNCIA EDUCAÇÃO E TECNOLOGIA DA AMAZÔNIA,13025082,MANAUS,https://www.jusbrasil.com.br/processos/nome/51306883/acetam-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia,-,https://www.qedu.org.br/escola/9599-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia-colegio-martha-falcao/censo-escolar,AM,"MANAUS
 "
ACETAM,13025082,MANAUS,https://www.jusbrasil.com.br/processos/nome/51306883/acetam-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia,-,https://www.qedu.org.br/escola/9599-associacao-de-ciencias-educacao-e-tecnologia-da-amazonia-colegio-martha-falcao/censo-escolar,AM,"MANAUS
 "
COLÉGIO VISCONDE DE PORTO SEGURO,35162243,SÃO PAULO,https://www.portoseguro.org.br/,-,http://www.qedu.org.br/escola/204726-visconde-de-porto-seguro-colegio-unidade-iii/sobre,SP,"SÃO PAULO
 "
COLÉGIO SANTO ANTÔNIO,31004812,BELO HORIZONTE,https://www.colegiosantoantonio.com.br/,(31) 2123-9300,http://www.qedu.org.br/escola/141578-colegio-santo-antonio/sobre,MG,"BELO HORIZONTE
 "
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,52270378,GOIÂNIA,https://www.pucgoias.edu.br/,(62) 3946-1000,https://www.qedu.org.br/escola/246451-instituto-anima-de-educacao-ltda/censo-escolar,GO,"GOIÂNIA
 "
REDE DAMAS EDUCACIONAL,26122081,RECIFE,https://rededamas.gupy.io/,(81) 3194-5650,http://qedu.org.br/escola/86002-colegio-das-damas-da-instrucao-crista/censo-escolar,PE,"RECIFE
 "
COLÉGIO DIOCESANO DE CARUARU,26053837,CARUARU,https://diocesanocaruaru.g12.br/,(81) 3721-0833,http://www.qedu.org.br/escola/89367-colegio-diocesano-de-caruaru/sobre,PE,"CARUARU
 "
CENTRO EDUCACIONAL PAINEIRA,35144373,SANTO ANDRÉ,http://www.paineira.com.br/,-,http://www.qedu.org.br/escola/187020-ce-paineira/sobre,SP,"SANTO ANDRÉ
 "
REDE ADVENTISTA,35119799,CRUZEIRO,https://iacs.educacaoadventista.org.br/,-,http://qedu.org.br/escola/182657-colegio-adventista-de-cruzeiro/sobre,DF,"CRUZEIRO
 "
FACULDADE IDEAL TRENDS,,SÃO PAULO,https://www.idealtrends.com.br/,-,,SP,SÃO PAULO
FACULDADES PEQUENO PRÍNCIPE,41544897,CURITIBA,https://faculdadespequenoprincipe.edu.br/,(41) 3310-1500,http://www.qedu.org.br/escola/213642-cei-do-hospital-pequeno-principe/sobre,PR,"CURITIBA
 "
BERNOULLI SISTEMA DE ENSINO,31311723,BELO HORIZONTE,https://www.bernoulli.com.br/sistema-de-ensino/,(31) 3029-4949,http://www.qedu.org.br/escola/158679-colegio-bernoulli/sobre,MG,"BELO HORIZONTE
 "
COLÉGIO PLÍNIO LEITE,33055939,NITERÓI,http://www.colegioplinioleite.com.br/,(21) 3619-2835,https://www.qedu.org.br/escola/175428-colegio-plinio-leite/censo-escolar,RJ,"NITERÓI
 "
COLÉGIO CHAMINADE,35115496,BAURU,https://www.chaminade.com.br/,(14) 3235-1900,http://www.qedu.org.br/escola/188481-colegio-sao-jose/sobre,SP,"BAURU
 "
PLATOS EDUCACIONAL,35158525,SÃO PAULO,https://www.platosedu.com.br/,-,http://www.qedu.org.br/escola/208516-colegio-cerimar/sobre,SP,"SÃO PAULO
 "
PH3,24056278,PARNAMIRIM,https://www.colegioph3.com.br/,(84) 3272-3550,http://www.qedu.org.br/escola/73148-ce-ph3/censo-escolar,RN,"PARNAMIRIM
 "
PUC CAMPINAS,35112562,CAMPINAS,https://www.puc-campinas.edu.br/,-,https://www.qedu.org.br/escola/194619-colegio-notre-dame-de-campinas/censo-escolar,SP,"CAMPINAS
 "
FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - UNIFEOB,,SÃO JOÃO DA BOA VISTA,https://unifeob.edu.br/,-,https://qedu.org.br/escola/272564-centro-universitario-fundacao-de-ensino-octavio-bastos-unifeob/sobre,SP,"SÃO JOÃO DA BOA VISTA
 "
TORRICELLI,35529023,GUARULHOS,https://www.colegiotorricelli.com.br/,(11) 2183-8499,http://qedu.org.br/escola/276396-torricelli-colegio-unidade-i/sobre,SP,"GUARULHOS
 "
SEVEN IDIOMAS,,SÃO PAULO,https://sevenidiomas.com.br/,-,,SP,SÃO PAULO
EDUKON,,FORTALEZA,https://consultas.plus/lista-de-empresas/ceara/fortaleza/40051167000104-edukon-solucoes-educacionais-ltda/,-,,CE,FORTALEZA
ESCOLA SEB DÍNATOS,53000951,BRASÍLIA,https://www.escolaseb.com.br/dinatos/,(61) 3878-4100,https://www.qedu.org.br/escola/242115-coc-brasilia/censo-escolar,DF,"BRASÍLIA
 "
UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,31020348,UBERABA,http://www.uftm.edu.br/,(34) 3700-6000,http://www.qedu.org.br/escola/278785-instituto-federal-do-triangulo-mineiro-campus-avancado-uberaba-parque-tecnologico/sobre,MG,"UBERABA
 "
COLÉGIO SANTO AMERICO,35105600,SÃO PAULO,https://www.santoamerico.org.br/,(11) 4084-1888,http://www.qedu.org.br/escola/208387-colegio-santo-americo/sobre,SP,"SÃO PAULO
 "
YOU BILINGUAL EDUCATION,,SÃO PAULO,https://www.youbilingue.com.br/,-,,SP,SÃO PAULO
FASM - FACULDADE SANTA MARCELINA,35102805,SÃO PAULO,http://www.fasm.edu.br/,(11) 2217-9110,https://www.qedu.org.br/escola/200401-colegio-santa-marcelina/censo-escolar,SP,"SÃO PAULO
 "
ANHEMBI MORUMBI,35105971,SÃO PAULO,https://portal.anhembi.br/,(11) 4007-1192,http://www.qedu.org.br/escola/192185-colegio-anhembi-morumbi/sobre,SP,"SÃO PAULO
 "
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,35194712,CAMPINAS,https://www.puc-campinas.edu.br/,-,http://www.qedu.org.br/escola/182711-colegio-genius/sobre,SP,"CAMPINAS
 "
SENAI CIMATEC,29460581,SALVADOR,http://www.senaicimatec.com.br/,(71) 3462-9500,http://www.qedu.org.br/escola/275919-senai-cimatec/censo-escolar,BA,"SALVADOR
 "
COLÉGIO E CURSO FATOR,33171670,SÃO JOÃO DE MERITI,https://www.sistemafator.com.br/,(21) 2756-9801,http://www.qedu.org.br/escola/275095-colegio-e-curso-fator/sobre,RJ,"SÃO JOÃO DE MERITI
 "
TOTVS SA,,BELO HORIZONTE,https://www.totvs.com/unidade/totvs-minas-gerais/,(31) 2122-9000,,MG,BELO HORIZONTE
REVISTA DIRECIONAL ESCOLAS,,SÃO PAULO,https://direcionalescolas.com.br/,-,,SP,SÃO PAULO
CENTRO UNIVERSITARIO ATENEU - UNIATENEU,23271469,FORTALEZA,https://uniateneu.edu.br/,-,http://www.qedu.org.br/escola/61726-colegio-ateneu/sobre,CE,"FORTALEZA
 "
VEREDA EDUCAÇÃO,35079881,SÃO PAULO,https://escolavereda.com.br/,(11) 4972-7350,http://www.qedu.org.br/escola/182102-veredas/censo-escolar,SP,"SÃO PAULO
 "
ESCOLA PRESBITERIANA MACKENZIE,35103861,SÃO PAULO,https://www.mackenzie.br/colegios,-,http://www.qedu.org.br/escola/182259-mackenzie-colegio-presbiteriano/censo-escolar,SP,"SÃO PAULO
 "
COLÉGIO FÊNIX,24080411,PARNAMIRIM,https://www.colegiofenix.net/,(84) 3272-3869,http://www.qedu.org.br/escola/69560-colegio-fenix/sobre,RN,"PARNAMIRIM
 "
FASEC,23144793,IGUATU,https://www.instagram.com/fasec_iguatu/,-,http://qedu.org.br/escola/60832-professor-luiz-gonzaga-da-fonseca-mota-eem/sobre,CE,"QUIXELÔ
 "
AMAZON WEB SERVICES,,FORTALEZA,https://br.linkedin.com/jobs/amazon-web-services-aws-vagas-fortaleza,-,,CE,FORTALEZA
LOGICALIS,,SÃO PAULO,https://www.la.logicalis.com/pt-Latam/contato/brasil/,(11) 3573-7300,,SP,SÃO PAULO
CENTRO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - CESB,53003420,BRASÍLIA,https://trade.nosis.com/pt/CESB--CENTRO-DE-EDUCACAO-SUPERIOR-DE-BRASILIA-LTDA/1180575/315/p,(61) 3340-3747,http://www.qedu.org.br/escola/244173-ce-brasil-central/sobre,DF,"BRASÍLIA
 "
FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - UNIFEOB,,SÃO JOÃO DA BOA VISTA,https://unifeob.edu.br/,-,https://qedu.org.br/escola/272564-centro-universitario-fundacao-de-ensino-octavio-bastos-unifeob/sobre,SP,"SÃO JOÃO DA BOA VISTA
 "
COLEGIO PORTO SEGURO,35105648,SÃO PAULO,https://www.portoseguro.org.br/,-,https://www.qedu.org.br/escola/208389-colegio-porto-seguro-visconde/sobre,SP,"SÃO PAULO
 "
SINEP/MG,31002593,BELO HORIZONTE,https://sinep-mg.org.br/,(31) 3291-5844,http://www.qedu.org.br/escola/139714-em-belo-horizonte/censo-escolar,MG,"BELO HORIZONTE
 "
SIC  SOCIEDADE INTELIGÊNCIA E CORAÇÃO,31219231,BELO HORIZONTE,http://bh.santoagostinho.com.br/dev~Vicariato/Agostinianos/Provincia/SIC,-,http://www.qedu.org.br/escola/151940-em-santa-terezinha/censo-escolar,MG,"BELO HORIZONTE
 "
INSTITUTO PRESBITERIANO MACKENZIE,35103861,SÃO PAULO,https://www.mackenzie.br/,-,http://www.qedu.org.br/escola/182259-mackenzie-colegio-presbiteriano/censo-escolar,SP,"SÃO PAULO
 "
CENTRO UNIVERSITARIO ATENEU - UNIATENEU,23271469,EUSÉBIO,https://uniateneu.edu.br/,0800 006 1717,http://www.qedu.org.br/escola/61726-colegio-ateneu/sobre,CE,"FORTALEZA
 "
MRD CONSULTING,35131738,SÃO PAULO,https://br.linkedin.com/company/mrd-consulting-ltda,(11) 3167-6902,http://www.qedu.org.br/escola/181930-colegio-joao-paulo-i/sobre,SP,"SÃO PAULO
 "
ESCOLA PRIMEIROS PASSOS,21500622,SÃO DOMINGOS DO MARANHÃO,https://pt-br.facebook.com/EPrimeirosPassos,-,http://www.qedu.org.br/escola/42649-escola-primeiros-passos/sobre,MA,"SÃO DOMINGOS DO MARANHÃO
 "
ESCOLA BEIT YAACOV,35127991,SÃO PAULO,https://www.educamaisbrasil.com.br/escolas/beit-yaacov-escola,(11) 3612-6150,http://www.qedu.org.br/escola/192397-escola-beit-yaacov/sobre,SP,"SÃO PAULO
 "
INSTITUTO PRESBITERIANO MACKENZIE,53009940,LAGO SUL,https://www.mackenzie.br/colegios/brasilia,-,http://www.qedu.org.br/escola/242887-colegio-presbiteriano-mackenzie-brasilia/sobre,DF,"BRASÍLIA
 "
UNIFACEMA,21221502,CAXIAS,https://unifacema.edu.br/,(99) 3422-6868,http://www.qedu.org.br/escola/32381-unidade-integrada-municipal-jose-belmiro-de-paiva/censo-escolar,MA,"CAXIAS
 "
CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,24059293,NATAL,http://www.unirn.edu.br/,(84) 3215-2917,https://qedu.org.br/escola/69844-instituto-brasil/sobre,RN,"NATAL
 "
FUNDACRED,43105009,PORTO ALEGRE,https://www.fundacred.org.br/site/,4007-2302,http://qedu.org.br/escola/254434-colegio-militar-de-porto-alegre/censo-escolar,RS,"PORTO ALEGRE
 "
COLÉGIO CERTUS,35143959,SÃO PAULO,https://certus.com.br/,(11) 2818-6499,http://qedu.org.br/escola/181610-colegio-certus/sobre,SP,"SÃO PAULO
 "
CENTRO EDUCACIONAL HYARTE ML LTDA,,PARACATU,https://applocal.com.br/empresa/centro-educacional-hyarte-ml/paracatu/mg/9699402,-,,MG,PARACATU
SEJUNTA TECNOLOGIA,35108698,SANTO ANDRÉ,https://sejunta.com.br/,-,http://qedu.org.br/escola/186344-colegio-stocco/sobre,SP,"SANTO ANDRÉ
 "
UNIALFA,,GOIANIA,https://www.unialfa.com.br/,(62) 3272-5000,,GO,GOIANIA
ZILDA DE OLIVEIRA SOUSA,35336749,GUARULHOS,https://www.jusbrasil.com.br/topicos/179948311/zilda-de-oliveira-sousa,-,http://www.qedu.org.br/escola/183000-alzenir-ramos-de-sousa-oliveira-creche-comunitaria/sobre,SP,"ITAQUAQUECETUBA
 "
ESCOLA DÍNAMIS,33064504,RIO DE JANEIRO,https://dinamis.com.br/,-,http://www.qedu.org.br/escola/169215-escola-dinamis/sobre,RJ,"RIO DE JANEIRO
 "
SINEPMG - SINDICATO DAS ESCOLAS PARTICULARES DE MINAS GERAIS,,BELO HORIZONTE,https://sinep-mg.org.br/,(31) 3291-5844,,MG,BELO HORIZONTE
